Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Winestyle
Just Fucking Good Wine Organic Tinto 2018,Spain,Valencia,Neleman,3.7,0.07929331571259667,0.11903004744333157,2018,Red
Altitud Merlot 2015,Argentina,Tupungato,Andeluna,3.7,0.07929331571259667,0.13726937269372697,2015,Red
Doña Margarita Vineyard Mas Cavalls Pinot Noir 2016,United States,Sonoma Coast,Marimar Estate,4.2,0.07929331571259667,0.5614127569847127,2016,Red
Black Label Syrah - Monastrell 2017,Spain,Almansa,Bodegas Piqueras,3.5,0.07929331571259667,0.037638376383763834,2017,Red
Merlot (Jan Fiskaal) 2016,South Africa,Coastal Region,MAN,3.5,0.07929331571259667,0.04259356879283079,2016,Red
Château Brassac Bordeaux Supérieur 2015,France,Bordeaux Supérieur,Kressmann,3.3,0.07929331571259667,0.06441750131787033,2015,Red
Autour de Jonquières Terrasses du Larzac 2015,France,Terrasses du Larzac,Mas Jullien,4.0,0.07929331571259667,0.2977332630469162,2015,Red
La Rosine Syrah 2017,France,Collines Rhodaniennes,Michel & Stéphane Ogier,4.0,0.07929331571259667,0.17659462308908802,2017,Red
Saint-Joseph Lieu-Dit 2016,France,Saint-Joseph,E. Guigal,4.4,0.07929331571259667,0.4585134422772799,2016,Red
Kurni Marche 2017,Italy,Marche,Oasi degli Angeli,4.6,0.07929331571259667,1.0,2017,Red
Mi Pueblo Cabernet Sauvignon 2019,Chile,Central Valley,Viña Maipo,3.3,0.07929331571259667,0.03531892461781761,2019,Red
Jois Blaufrankisch 2016,Austria,Burgenland,Scheiblhofer,3.8,0.07929331571259667,0.24322614654717978,2016,Red
San Nicolao Barbera d'Asti 2018,Italy,Barbera d'Asti,Vite Colte,3.2,0.07929331571259667,0.031101739588824458,2018,Red
Haut-Médoc 2014,France,Haut-Médoc,Château Fontesteau,3.7,0.07929331571259667,0.16562994201370584,2014,Red
Pomerol 2012,France,Pomerol,Château Latour à Pomerol,4.3,0.07929331571259667,1.0,2012,Red
Mercurey 1er Cru Clos du Roy 2017,France,Mercurey,Faiveley,4.0,0.07929331571259667,0.32419609910384817,2017,Red
Vinha Grande Douro 2017,Portugal,Douro,Casa Ferreirinha,4.0,0.9508242331501723,0.09994728518713761,2017,Red
Sapaio Bolgheri Volpolo 2015,Italy,Bolgheri,Podere Sapaio,3.9,0.9515197885511599,0.21317870321560362,2015,Red
Saint-Julien 2008,France,Saint-Julien,Château Gloria,3.8,0.9529108993531353,0.5461254612546126,2008,Red
Romántica Crianza 2017,Spain,Ribera del Duero,Bodega de Bardos,3.9,0.07998887111358435,0.08160253031101741,2017,Red
Cabernet Sauvignon 2019,Argentina,Tupungato,Domaine Bousquet,3.7,0.07998887111358435,0.043437005798629406,2019,Red
Lapa Cabernet Sauvignon 2012,South Africa,Stellenbosch,Guardian Peak,3.9,0.07998887111358435,0.27253558249868215,2012,Red
Santa Cecilia Nero d'Avola 2016,Italy,Terre Siciliane,Planeta,4.0,0.07998887111358435,0.1881918819188192,2016,Red
Rully Red 2017,France,Rully,Joseph Drouhin,3.7,0.07998887111358435,0.2069583552978387,2017,Red
Merlot 2016,United States,California,Spellbound,3.9,0.07998887111358435,0.11955719557195574,2016,Red
Éo Noir 2014,Switzerland,Zürich,Staatskellerei Zürich,3.9,0.07998887111358435,0.7068002108592515,2014,Red
Galpin Peak Pinot Noir 2018,South Africa,Hemel-en-Aarde Valley,Bouchard Finlayson,4.1,0.07998887111358435,0.33526620980495525,2018,Red
Shavkapito 2017,Georgia,Kakheti,Mukhrani,4.4,0.07998887111358435,0.14496573537163943,2017,Red
Hill of Grace 2008,Australia,Eden Valley,Henschke,4.5,0.07998887111358435,1.0,2008,Red
Fleurie Hospice de Belleville 2015,France,Fleurie,Joseph Drouhin,3.6,0.07998887111358435,0.11997891407485503,2015,Red
Cabernet Sauvignon 2016,United States,California,Gnarly Head,3.6,0.9563886763580738,0.09435951502372167,2016,Red
Morgon 2018,France,Morgon,Domaine Mathieu & Camille Lapierre,4.1,0.9570842317590614,0.19768054823405376,2018,Red
Joven Roble Tinto 2018,Spain,Ribera del Duero,Pago de Los Capellanes,4.1,0.9591708979620246,0.12387981022667371,2018,Red
Haut-Médoc (Grand Cru Classé) 2011,France,Haut-Médoc,Château La Tour Carnet,3.9,0.9612575641649876,0.4408012651555087,2011,Red
Margaux (Grand Cru Classé) 2004,France,Margaux,Château Giscours,4.2,0.962648674966963,0.7068002108592515,2004,Red
Saint-Julien (Grand Cru Classé) 2006,France,Saint-Julien,Château Léoville Barton,4.2,0.962648674966963,0.9051133368476542,2006,Red
Spätburgunder 2015,Germany,Pfalz,A. Christmann,3.7,0.08068442651457204,0.14549288350026357,2015,Red
Alto 2013,Argentina,Mendoza,Alta Vista,4.3,0.08068442651457204,0.5361096468107538,2013,Red
Nuits-Saint-Georges 2014,France,Nuits-Saint-Georges,Bouchard Père & Fils,3.8,0.08068442651457204,0.4066420664206642,2014,Red
Cocciapazza Montepulciano d'Abruzzo 2016,Italy,Montepulciano d'Abruzzo,Torre dei Beati,4.1,0.08068442651457204,0.27622561939905116,2016,Red
Alentejano Reserva Tinto 2016,Portugal,Alentejano,Terra d'Alter,4.1,0.08068442651457204,0.05587770163415919,2016,Red
Bricco della Bigotta Barbera d'Asti 2015,Italy,Barbera d'Asti,Braida,4.2,0.08068442651457204,0.4928835002635741,2015,Red
Sassella Valtellina Superiore 2009,Italy,Valtellina Superiore,Aldo Rainoldi,3.5,0.08068442651457204,0.09868212967843965,2009,Red
Reserva 2014,Spain,Rioja,Rioja Vega,3.7,0.08068442651457204,0.0875065893516078,2014,Red
Pomerol 2014,France,Pomerol,Château Bourgneuf (Vieux Château Bourgneuf),3.8,0.08068442651457204,0.41897733263046916,2014,Red
Les P’tits Galets Rouge 2015,France,Gard,Rocca Maura,3.4,0.08068442651457204,0.01771217712177122,2015,Red
Barolo 2010,Italy,Barolo,Aurelio Settimo,3.9,0.08068442651457204,0.37996837111228254,2010,Red
Barolo Bricco Rocche 2013,Italy,Barolo,Ceretto,4.0,0.08068442651457204,1.0,2013,Red
Saint-Julien (Grand Cru Classé) 2009,France,Saint-Julien,Château Branaire-Ducru,4.2,0.9633442303679507,0.8753821823932526,2009,Red
Prado Enea Gran Reserva 2011,Spain,Rioja,Muga,4.3,0.9640397857689383,0.5309435951502373,2011,Red
CrossBarn Cabernet Sauvignon 2014,United States,Napa Valley,Paul Hobbs,4.2,0.9654308965709137,0.7647865050079072,2014,Red
Appassite Negroamaro - Primitivo 2018,Italy,Puglia,Luna Argenta,4.2,0.9654308965709137,0.06863468634686348,2018,Red
Chianti Classico 2016,Italy,Chianti Classico,Fontodi,3.9,0.9661264519719014,0.19072219293621506,2016,Red
60 Sessantanni Old Vines Primitivo di Manduria 2015,Italy,Primitivo di Manduria,San Marzano,4.5,0.9999999999999999,0.2930943595150237,2015,Red
Evenstad Reserve Pinot Noir 2014,United States,Willamette Valley,Domaine Serene,4.4,0.9682131181748646,0.9051133368476542,2014,Red
Mandus Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Pietra Pura,4.1,0.9689086735758522,0.09277807063784924,2017,Red
Chaminé Tinto 2018,Portugal,Alentejano,Cortes de Cima,3.8,0.9689086735758522,0.06336320506062204,2018,Red
Estate Tannat - Merlot (Varietales) 2016,Uruguay,San José,Bodega Garzón,3.5,0.08137998191555973,0.11744860305745913,2016,Red
Pinot Noir 2014,United States,Anderson Valley,Domaine Anderson,4.0,0.08137998191555973,0.5721665788086453,2014,Red
Chianti Pontormo 2017,Italy,Chianti,Castelli del Grevepesa,3.4,0.08137998191555973,0.03479177648919347,2017,Red
Ai Suma Barbera d'Asti 2016,Italy,Barbera d'Asti,Braida,4.4,0.08137998191555973,0.6905640484976279,2016,Red
Principe Spinelli 2018,Italy,Calabria,Tenuta Iuzzolini,3.9,0.08137998191555973,0.06852925672113863,2018,Red
Il Torrino 2015,Italy,Toscana,Poggio Alla Sala,3.7,0.08137998191555973,0.055034264628360564,2015,Red
Baga ao Sol Unoaked 2015,Portugal,Alentejano,Fitapreta,4.2,0.08137998191555973,0.1929362150764365,2015,Red
Haut-Médoc (Grand Cru Classé) 2016,France,Haut-Médoc,Château de Camensac,3.8,0.08137998191555973,0.5635213494992093,2016,Red
Bruno Rosso 2016,Italy,Lugana,Bulgarini,3.9,0.08137998191555973,0.07116499736425935,2016,Red
Amaranta Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Tenuta Ulisse,4.2,0.08137998191555973,0.15455983131259884,2017,Red
Flor de Primavera Peraj Ha'abib 2013,Spain,Montsant,Capçanes,3.9,0.08137998191555973,0.5823932525039537,2013,Red
Contraste Tinto 2016,Portugal,Douro,Conceito,3.6,0.08137998191555973,0.07116499736425935,2016,Red
Saint-Estèphe 2016,France,Saint-Estèphe,Château Sérilhan,3.9,0.08137998191555973,0.1665788086452293,2016,Red
Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château La Couronne,4.1,0.08137998191555973,0.2040063257775435,2016,Red
Grand Vin Minervois La Livinière 2016,France,Minervois La Livinière,L'Ostal Cazes,3.9,0.08137998191555973,0.16700052714812863,2016,Red
Juliénas Pur Ju... 2018,France,Juliénas,Les Bertrand,4.2,0.08137998191555973,0.181549815498155,2018,Red
Shiraz 2018,Australia,McLaren Vale,Soldiers Block,3.5,0.08137998191555973,0.0647337901950448,2018,Red
Bordeaux (Merlot - Cabernet Sauvignon) 2014,France,Bordeaux,Château La Freynelle,3.4,0.08137998191555973,0.06642066420664205,2014,Red
Primitivo - Merlot Zolla 2018,Italy,Puglia,Vigneti del Salento,3.9,0.08137998191555973,0.04333157617290458,2018,Red
Valpolicella Ripasso Classico Superiore 2016,Italy,Valpolicella Ripasso,Le Ragose,4.0,0.08137998191555973,0.1713231418028466,2016,Red
Art de Vivre Rouge 2015,France,Languedoc,Gérard Bertrand,3.8,0.08137998191555973,0.13494992092778071,2015,Red
Almiréz 2015,Spain,Toro,Teso La Monja,3.9,0.9702997843778276,0.13442277279915657,2015,Red
Próximo Rioja 2016,Spain,Rioja,Marqués de Riscal,3.7,0.9723864505807907,0.043437005798629406,2016,Red
Côte-Rôtie Brune & Blonde de Guigal 2009,France,Côte-Rôtie,E. Guigal,4.1,0.9723864505807907,0.9367422245651028,2009,Red
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Biondi-Santi,4.5,0.9730820059817783,1.0,2012,Red
Insigne Carmenère 2017,Chile,Rapel Valley,Carmen,3.7,0.9744731167837537,0.05629942013705851,2017,Red
Tinto 2015,Spain,Toro,Bodegas San Román,4.3,0.9751686721847415,0.3094359515023722,2015,Red
Haut-Médoc 2007,France,Haut-Médoc,Château Sociando-Mallet,3.9,0.9765597829867168,0.42930943595150234,2007,Red
Montsant Besllum 2012,Spain,Montsant,Malondro,3.6,0.08207553731654742,0.0716921454928835,2012,Red
Aglianico Del Vulture Piano Del Cerro 2017,Italy,Aglianico del Vulture,Vigneti del Vulture,4.1,0.08207553731654742,0.11333684765419083,2017,Red
Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Poggio Antico,4.0,0.08207553731654742,0.21697416974169742,2017,Red
Bordeaux Rouge 2016,France,Bordeaux,Château Pierrousselle,3.7,0.08207553731654742,0.027306273062730632,2016,Red
Garnacha Tinta 2018,Spain,Terra Alta,La Picossa,3.3,0.08207553731654742,0.06325777543489722,2018,Red
Inedito 2016,Italy,Toscana,Terre del Marchesato,3.7,0.08207553731654742,0.09920927780706379,2016,Red
Croix de Beaucaillou Saint-Julien 2016,France,Saint-Julien,Château Ducru-Beaucaillou,4.1,0.08207553731654742,0.5250395361096468,2016,Red
Barbaresco 2008,Italy,Barbaresco,Casetta,4.0,0.08207553731654742,0.246178176067475,2008,Red
Janus Gran Reserva 1995,Spain,Ribera del Duero,Tinto Pesquera,4.3,0.08207553731654742,1.0,1995,Red
Mantsch Lagrein Riserva 2016,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.7,0.08207553731654742,0.1672113863995783,2016,Red
Vina Imas Gold Edition Gran Reserva 2012,Spain,Rioja,Baron de Ley,4.3,0.08207553731654742,0.19862941486557723,2012,Red
Synera Tinto 2018,Spain,Catalunya,Ramón Roqueta,3.0,0.08207553731654742,0.03531892461781761,2018,Red
De Garage Rioja 2015,Spain,Rioja,Baigorri,4.1,0.08207553731654742,0.36552451238798106,2015,Red
Les Challeys Saint-Joseph 2018,France,Saint-Joseph,Delas,3.7,0.08207553731654742,0.23057459146020032,2018,Red
Barbera d’Alba Vigna Martina 2017,Italy,Barbera d'Alba,Elio Grasso,4.0,0.08207553731654742,0.29836584080126516,2017,Red
Brunello di Montalcino Vigneto Manachiara 2010,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.2,0.08207553731654742,0.7843964153927253,2010,Red
Pruno Sangiovese Riserva 2012,Italy,Romagna,Drei Donà - Tenuta La Palazza,4.0,0.08207553731654742,0.2739061676331049,2012,Red
Aigle Les Murailles Rouge 2018,Switzerland,Aigle,Henri Badoux,3.7,0.08207553731654742,0.25935687928307855,2018,Red
Les Terrasses Velles Vinyes Priorat 2011,Spain,Priorat,Álvaro Palacios,4.1,0.9793420045906676,0.7066947812335267,2011,Red
Montebruna Barbera d'Asti 2016,Italy,Barbera d'Asti,Braida,3.8,0.9800375599916552,0.13020558777016342,2016,Red
Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.2,0.9814286707936306,0.3298892988929889,2011,Red
Saint-Estèphe 2010,France,Saint-Estèphe,Château Phélan Ségur,4.1,0.9821242261946184,0.5823932525039537,2010,Red
Castillon - Côtes de Bordeaux 2005,France,Castillon - Côtes de Bordeaux,Clos Puy Arnaud,4.1,0.0827710927175351,0.3141802846599895,2005,Red
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Le Macioche,4.1,0.0827710927175351,0.5652082235108066,2012,Red
Ars Nova 2010,Spain,Navarra,Bodega Tandem,3.6,0.0827710927175351,0.09214549288350027,2010,Red
Giusto di Notri Toscana 2017,Italy,Toscana,Tua Rita,4.2,0.0827710927175351,0.5823932525039537,2017,Red
In Violas Merlot 2012,Italy,Cortona,Poliziano,3.9,0.0827710927175351,0.1410648392198208,2012,Red
Vineyards Merlot 2019,Argentina,Mendoza,Trapiche,3.5,0.0827710927175351,0.02214022140221402,2019,Red
Rubeno Lagrein 2018,Italy,Südtirol - Alto Adige,Andrian,3.8,0.0827710927175351,0.08803373748023194,2018,Red
Pomerol 2003,France,Pomerol,Château Clinet,4.2,0.0827710927175351,1.0,2003,Red
Château Pimorin Haut-Médoc 2010,France,Haut-Médoc,Château Fontesteau,3.7,0.0827710927175351,0.10658935160780181,2010,Red
Pinot Noir 2016,Austria,Niederösterreich,Weingut Bründlmayer,3.9,0.0827710927175351,0.2530311017395888,2016,Red
Estate Carmenère 2017,Chile,Maipo Valley,De Martino,3.3,0.0827710927175351,0.046178176067474964,2017,Red
Lignum Penedès 2017,Spain,Penedès,Albet i Noya,3.8,0.0827710927175351,0.07854507116499737,2017,Red
Aires Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Fosso Corno,3.7,0.0827710927175351,0.029520295202952025,2017,Red
Pinotage 2017,South Africa,Stellenbosch,Simonsig,3.9,0.0827710927175351,0.05714285714285714,2017,Red
Shiraz 2017,South Africa,Stellenbosch,Zonnebloem,3.7,0.0827710927175351,0.054190827622561936,2017,Red
Bandol Rouge 2015,France,Bandol,Domaine de la Bégude,3.9,0.0827710927175351,0.2820242488139167,2015,Red
Ripasso Valpolicella Classico Superiore 2016,Italy,Valpolicella Ripasso Classico,Biscardo,3.9,0.0827710927175351,0.09225092250922509,2016,Red
Barolo Villero 2014,Italy,Barolo,Giacomo Fenocchio,4.1,0.0827710927175351,0.3874538745387454,2014,Red
Moulis-en-Médoc 2014,France,Moulis-en-Médoc,Château Duplessis,3.6,0.0827710927175351,0.1275698471270427,2014,Red
Christine 2013,South Africa,Constantia,Buitenverwachting,4.1,0.0827710927175351,0.2186610437532947,2013,Red
Ebbio Nebbiolo Langhe 2017,Italy,Langhe,Fontanafredda,3.6,0.9842108923975813,0.12272008434370058,2017,Red
Tenuta Nuova Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Casanova di Neri,4.5,0.9862975586005444,0.7838692672641012,2013,Red
Cabernet Sauvignon (Cabernet Franc - Syrah) 2015,Chile,Rapel Valley,Trio,3.6,0.9897753356054829,0.08771744860305747,2015,Red
Sangiovese Toscana 2018,Italy,Toscana,Caparzo,3.8,0.9897753356054829,0.033210332103321034,2018,Red
Saint-Emilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Fleur de Lisse,3.9,0.08346664811852281,0.3573010015814444,2016,Red
Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Caleo,3.4,0.08346664811852281,0.02467053241960991,2018,Red
Orphan Bank Shiraz 2016,Australia,Barossa,Langmeil,4.3,0.08346664811852281,0.3672113863995783,2016,Red
Negru de Purcari 2017,Moldova,South Eastern,Château Purcari,4.4,0.08346664811852281,0.28286768581971533,2017,Red
Signatures Single Vineyard Collection Cabernet Franc 2015,South Africa,Wellington,Doolhof Wine Estate,4.1,0.08346664811852281,0.15234580917237747,2015,Red
Boğazkere - Öküzgözü 2017,Turkey,Thrace,Suvla,3.6,0.08346664811852281,0.08803373748023194,2017,Red
Primitivo 2018,Italy,Puglia,A Mano,3.6,0.08346664811852281,0.040484976278334216,2018,Red
Selección Finca el Grajo Viejo 2015,Spain,Ribera del Duero,Protos,4.4,0.08346664811852281,0.5461254612546126,2015,Red
Cannonau 2018,Italy,Sardegna,Olianas,3.8,0.08346664811852281,0.07749077490774908,2018,Red
Beyer Ranch Zinfandel 2016,United States,Livermore Valley,Wente,3.9,0.08346664811852281,0.08782287822878229,2016,Red
Red 2015,South Africa,Swartland,Porseleinberg,4.1,0.08346664811852281,0.5823932525039537,2015,Red
Majuelos de Callejo 2006,Spain,Ribera del Duero,Callejo,3.8,0.08346664811852281,0.2741170268845546,2006,Red
Meifort 2017,South Africa,Constantia,Buitenverwachting,3.9,0.08346664811852281,0.06062203479177649,2017,Red
Moulin des Costes Bandol Rouge 2015,France,Bandol,Domaines Bunan,3.9,0.08346664811852281,0.22930943595150238,2015,Red
Bordeaux 2017,France,Bordeaux,Château Bel Air La Perriere,3.6,0.08346664811852281,0.05334739061676332,2017,Red
Alentejano Moon Harvested 2018,Portugal,Alentejano,Herdade dos Grous,4.3,0.08346664811852281,0.2503953610964681,2018,Red
Copa Santa La Méjanelle 2014,France,Languedoc,Clavel,3.8,0.08346664811852281,0.15550869794412228,2014,Red
Brunello di Montalcino Montosoli 2014,Italy,Brunello di Montalcino,Altesino,4.4,0.08346664811852281,0.6905640484976279,2014,Red
Tiara 2013,South Africa,Stellenbosch,Simonsig,4.2,0.08346664811852281,0.18703215603584608,2013,Red
5TA Generacion Gran Reserva Cabernet Sauvignon 2013,Argentina,San Rafael,Goyenechea,3.5,0.08346664811852281,0.13853452820242487,2013,Red
La Quintanilla 2012,Spain,Rioja,Baigorri,3.8,0.08346664811852281,0.33674222456510283,2012,Red
Barolo 2013,Italy,Barolo,Borgogno,3.9,0.9932531126104213,0.37585661570901424,2013,Red
La Grola 2014,Italy,Verona,Allegrini,3.9,0.993948668011409,0.16099103848181343,2014,Red
Fonterutoli Chianti Classico 2017,Italy,Chianti Classico,Mazzei,3.8,0.993948668011409,0.15160780179230365,2017,Red
Barolo 2015,Italy,Barolo,Giacosa Fratelli,3.9,0.9967308896153598,0.22182393252503957,2015,Red
The Barossan Shiraz 2016,Australia,Barossa Valley,Peter Lehmann,3.8,0.9967308896153598,0.14791776489193464,2016,Red
Jenkins Ranch Pinot Noir 2014,United States,Sonoma Coast,Patz & Hall,4.2,0.0841622035195105,0.9051133368476542,2014,Red
Reserva Merlot 2018,Chile,Colchagua Valley,MontGras,3.3,0.0841622035195105,0.08476541908276225,2018,Red
Twins Red Blend (Malbec - Cabernet Sauvignon) 2018,Chile,Colchagua Valley,Montes,3.8,0.0841622035195105,0.057880864522930946,2018,Red
Prugnanello Rosso di Montepulciano 2015,Italy,Rosso di Montepulciano,Lunadoro,3.9,0.0841622035195105,0.07928307854507116,2015,Red
Ventale Valpolicella Superiore 2016,Italy,Valpolicella,Santi,3.7,0.0841622035195105,0.07116499736425935,2016,Red
Pieve Santa Restituta Sugarille Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Gaja,4.5,0.0841622035195105,1.0,2013,Red
Valpolicella Superiore 2018,Italy,Valpolicella,Zenato,3.9,0.0841622035195105,0.06958355297838692,2018,Red
Villa Blanche Marselan 2017,France,Pays d'Oc,Calmel & Joseph,3.9,0.0841622035195105,0.03816552451238798,2017,Red
Bolgheri Rosso 2018,Italy,Bolgheri,Le Macchiole,4.0,0.0841622035195105,0.19072219293621506,2018,Red
Organic Shiraz 2017,Australia,South Australia,Farm Hand,3.8,0.0841622035195105,0.04786505007907222,2017,Red
Bramare Marchiori Vineyard Malbec 2017,Argentina,Mendoza,Viña Cobos,4.6,0.0841622035195105,0.7574064312071692,2017,Red
Les Terrasses de Saint Christophe Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Tour Saint-Christophe,4.0,0.0841622035195105,0.16183447548761204,2016,Red
Fetească Neagră 2017,Romania,Dealurile Olteniei,La Cetate,3.8,0.0841622035195105,0.10911966262519768,2017,Red
Añares Crianza Rioja 2017,Spain,Rioja,Bodegas Olarra,3.6,0.0841622035195105,0.02783342119135477,2017,Red
Za Inspiraciju Vrhunsko Plavac Mali Barrique 2015,Croatia,Srednja I Juzna Dalmacija,Stina,4.0,0.0841622035195105,0.16605166051660517,2015,Red
Sfursat di Valtellina 2014,Italy,Sforzato della Valtellina,Aldo Rainoldi,4.1,0.0841622035195105,0.2730627306273063,2014,Red
Poggio alle Mura Brunello di Montalcino Riserva 2010,Italy,Brunello di Montalcino,Banfi,4.2,0.0841622035195105,0.7429625724828678,2010,Red
Lote D Syrah 2015,Chile,Colchagua Valley,Polkura,3.9,0.0841622035195105,0.17026884554559832,2015,Red
Ultra Malbec 2017,Argentina,Mendoza,Kaiken,4.0,0.0841622035195105,0.13642593568792832,2017,Red
Cabernet Sauvignon 2017,South Africa,Stellenbosch,Lanzerac,4.0,0.0841622035195105,0.09857670005271482,2017,Red
Roccardo Langhe Nebbiolo 2017,Italy,Langhe,Rocche Costamagna,4.0,0.0841622035195105,0.12387981022667371,2017,Red
Reserva Tannat 2014,Brazil,Serra Gaúcha,Don Guerino,3.5,0.0841622035195105,0.11017395888244597,2014,Red
Vineyard Selection Shiraz 2017,South Africa,Stellenbosch,Kleine Zalze,4.0,0.0841622035195105,0.12387981022667371,2017,Red
Pessac-Léognan (Grand Cru Classé de Graves) 1999,France,Pessac-Léognan,Château de Fieuzal,3.9,0.0841622035195105,0.5069056404849762,1999,Red
Medalla Real (Gran Reserva) Cabernet Sauvignon 2016,Chile,Maipo Valley,Santa Rita,3.6,0.9988175558183229,0.1054296257248287,2016,Red
Margaux (Grand Cru Classé) 2005,France,Margaux,Château Lascombes,4.4,0.9999999999999999,1.0,2005,Red
Prazo de Roriz Douro 2016,Portugal,Douro,Prats & Symington (P+S),3.9,0.9999999999999999,0.0669478123352662,2016,Red
The Octavius Old Vine Shiraz 2013,Australia,Barossa Valley,Yalumba,4.2,0.08485775892049818,1.0,2013,Red
Killerman's Run Shiraz - Grenache 2010,Australia,Clare Valley,Kilikanoon,3.7,0.08485775892049818,0.12282551396942543,2010,Red
Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro 2012,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.5,0.08485775892049818,1.0,2012,Red
Amstramgram L'Epicurius 2018,France,Pays d'Oc,Calmel & Joseph,3.8,0.08485775892049818,0.04849762783342119,2018,Red
Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château Bouscaut,4.0,0.08485775892049818,0.4811808118081181,2016,Red
Angelin Langhe Nebbiolo 2018,Italy,Langhe,Negro Angelo,3.7,0.08485775892049818,0.10279388508170798,2018,Red
Cuvée Frangin Red 2014,United States,Columbia Valley,Betz Family Winery,4.1,0.08485775892049818,0.4105429625724829,2014,Red
Saint-Julien (Grand Cru Classé) 2015,France,Saint-Julien,Château Ducru-Beaucaillou,4.6,0.08485775892049818,1.0,2015,Red
Pagodes de Cos 2015,France,Saint-Estèphe,Cos d'Estournel,4.1,0.08485775892049818,0.5628887717448603,2015,Red
Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Lalande de Gravet,3.9,0.08485775892049818,0.28993147074327885,2015,Red
Cabernet Sauvignon 2016,Chile,Colchagua Valley,Ravanal,3.1,0.08485775892049818,0.040063257775434895,2016,Red
Chai Mas Rouge 2017,France,Pays d'Oc,Paul Mas,3.6,0.08485775892049818,0.04259356879283079,2017,Red
Da'Divas Pinot Noir 2010,Brazil,Encruzilhada do Sul,Lidio Carraro,3.2,0.08485775892049818,0.11966262519768056,2010,Red
Montagne Saint-Émilion 2016,France,Montagne-Saint-Émilion,Vieux Château Palon,4.0,0.08485775892049818,0.25450711649973645,2016,Red
Veneto Alzero Cabernet 2004,Italy,Veneto,Quintarelli Giuseppe,4.6,0.08485775892049818,1.0,2004,Red
La Chapelle de La Mission Haut-Brion Pessac-Léognan 2015,France,Pessac-Léognan,Château La Mission Haut-Brion,4.3,0.08485775892049818,1.0,2015,Red
Ribera del Duero Roble 2018,Spain,Ribera del Duero,Vega Real,3.6,0.08485775892049818,0.1006852925672114,2018,Red
Gorú 2018,Spain,Jumilla,EGO,3.8,0.9999999999999999,0.039536109646810765,2018,Red
Pauillac (Grand Cru Classé) 2005,France,Pauillac,Château Pontet-Canet,4.5,0.9999999999999999,1.0,2005,Red
Nero d'Avola 2018,Italy,Terre Siciliane,Cusumano,3.8,0.9999999999999999,0.056404849762783336,2018,Red
Côte-Rôtie Brune & Blonde de Guigal 2015,France,Côte-Rôtie,E. Guigal,4.2,0.9999999999999999,0.4282551396942541,2015,Red
The Blend 2015,Chile,Colchagua Valley,Primus,3.8,0.9999999999999999,0.11386399578281498,2015,Red
Saint-Julien (Grand Cru Classé) 2014,France,Saint-Julien,Château Léoville Las Cases,4.4,0.08555331432148587,1.0,2014,Red
Grézan Faugères Rouge 2016,France,Faugères,Famille Cros Pujol,3.6,0.08555331432148587,0.0716921454928835,2016,Red
Inedito 2018,Italy,Toscana,Terre del Marchesato,3.8,0.08555331432148587,0.10911966262519768,2018,Red
Finca La Emperatriz Reserva 2014,Spain,Rioja Alta,Finca La Emperatriz,3.9,0.08555331432148587,0.14496573537163943,2014,Red
Old Vine Zinfandel 2018,Italy,Puglia,Red Fire,3.5,0.08555331432148587,0.04849762783342119,2018,Red
Conde de Valdemar Gran Reserva 2011,Spain,Rioja,Bodegas Valdemar,3.9,0.08555331432148587,0.1774380600948867,2011,Red
1 Uno Primitivo di Manduria Riserva 2016,Italy,Primitivo di Manduria,Masseria La Volpe,4.3,0.08555331432148587,0.11628887717448605,2016,Red
Gemola 2013,Italy,Colli Euganei,Vignalta,4.1,0.08555331432148587,0.29562467053241964,2013,Red
Pieve Santa Restituta Rennina Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Gaja,4.5,0.08555331432148587,1.0,2013,Red
5 Finques (Fincas) Reserva 2016,Spain,Empordà,Castillo Perelada,4.0,0.08555331432148587,0.11280969952556669,2016,Red
Pinot Noir 2015,New Zealand,Waipara,Main Divide,3.8,0.08555331432148587,0.19346336320506063,2015,Red
Bolgheri Superiore 2015,Italy,Bolgheri Superiore,Campo alle Comete,4.3,0.08555331432148587,0.4282551396942541,2015,Red
